name,nse_symbol,isin
Indbank Merchant Banking Services Limited,INDBANK,INE841B01017
Indegene Limited,INDGN,INE065X01017
The Indian Hotels Company Limited,INDHOTEL,INE053A01029
The India Cements Limited,INDIACEM,INE383A01012
India Glycols Limited,INDIAGLYCO,INE560A01023
Indiamart Intermesh Limited,INDIAMART,INE933S01016
Indian Bank,INDIANB,INE562A01011
Indian Card Clothing Company Limited,INDIANCARD,INE061A01014
Indian Hume Pipe Company Limited,INDIANHUME,INE323C01030
India Shelter Finance Corporation Limited,INDIASHLTR,INE922K01024
InterGlobe Aviation Limited,INDIGO,INE646L01027
Indigo Paints Limited,INDIGOPNTS,INE09VQ01012
Indiqube Spaces Limited,INDIQUBE,INE06ST01018
India Nippon Electricals Limited,INDNIPPON,INE092B01025
Indo Amines Limited,INDOAMIN,INE760F01028
Indo Borax & Chemicals Limited,INDOBORAX,INE803D01021
Indoco Remedies Limited,INDOCO,INE873D01024
Indo Farm Equipment Limited,INDOFARM,INE622H01018
Indokem Limited,INDOKEM,INE716F01012
INDO-MIM Limited,INDOMIM,INE084101034
Indo Rama Synthetics (India) Limited,INDORAMA,INE156A01020
IndoStar Capital Finance Limited,INDOSTAR,INE896L01010
Indo Tech Transformers Limited,INDOTECH,INE332H01014
Indo Thai Securities Limited,INDOTHAI,INE337M01021
Indo Us Biotech Limited,INDOUS,INE250Z01010
Indowind Energy Limited,INDOWIND,INE227G01018
Industrial & Prudential Investment Company Limited,INDPRUD,INE620D01011
Indraprastha Medical Corporation Limited,INDRAMEDCO,INE681B01017
Ind-Swift Laboratories Limited,INDSWFTLAB,INE915B01019
Indian Terrain Fashions Limited,INDTERRAIN,INE611L01021
IndusInd Bank Limited,INDUSINDBK,INE095A01012
Indus Towers Limited,INDUSTOWER,INE121J01017
InfoBeans Technologies Limited,INFOBEAN,INE344S01016
Infomedia Press Limited,INFOMEDIA,INE669A01022
Infosys Limited,INFY,INE009A01021
Ingersoll Rand (India) Limited,INGERRAND,INE177A01018
Innova Captab Limited,INNOVACAP,INE0DUT01020
Innovana Thinklabs Limited,INNOVANA,INE403Y01018
Innovision Limited,INNOVISION,INE0ADB01012
Inox Green Energy Services Limited,INOXGREEN,INE510W01014
INOX India Limited,INOXINDIA,INE616N01034
Inox Wind Limited,INOXWIND,INE066P01011
Insecticides (India) Limited,INSECTICID,INE070I01018
Inspirisys Solutions Limited,INSPIRISYS,INE020G01017
Intellect Design Arena Limited,INTELLECT,INE306R01017
Intense Technologies Limited,INTENTECH,INE781A01025
Interarch Building Solutions Limited,INTERARCH,INE00M901018
International Conveyors Limited,INTLCONV,INE575C01027
Inventure Growth & Securities Limited,INVENTURE,INE878H01024
Investment & Precision Castings Limited,INVPRECQ,INE155E01016
Indian Overseas Bank,IOB,INE565A01014
Indian Oil Corporation Limited,IOC,INE242A01010
IOL Chemicals and Pharmaceuticals Limited,IOLCP,INE485C01029
ION Exchange (India) Limited,IONEXCHANG,INE570A01022
IPCA Laboratories Limited,IPCALAB,INE571A01038
India Pesticides Limited,IPL,INE0D6701023
IP Rings Limited,IPRINGLTD,INE558A01019
IRB Infrastructure Developers Limited,IRB,INE821I01022
Ircon International Limited,IRCON,INE962Y01021
Indian Railway Catering And Tourism Corporation Limited,IRCTC,INE335Y01020
Indian Renewable Energy Development Agency Limited,IREDA,INE202E01016
Indian Railway Finance Corporation Limited,IRFC,INE053F01010
IRIS RegTech Solutions Limited,IRIS,INE864K01010
Iris Clothings Limited,IRISDOREME,INE01GN01025
IRM Energy Limited,IRMENERGY,INE07U701015
Intrasoft Technologies Limited,ISFT,INE566K01011
Isgec Heavy Engineering Limited,ISGEC,INE858B01029
Ishan Dyes and Chemicals Limited,ISHANCH,INE561M01018
I S T Limited,ISTLTD,INE684B01029
ITC Limited,ITC,INE154A01025
ITC Hotels Limited,ITCHOTELS,INE379A01028
India Tourism Development Corporation Limited,ITDC,INE353K01014
ITI Limited,ITI,INE248A01017
ITL Industries Limited,ITL,INE478D01014
Ivalue Infosolutions Limited,IVALUE,INE056801025
IL&FS Investment Managers Limited,IVC,INE050B01023
IVP Limited,IVP,INE043C01018
The Indian Wood Products Company Limited,IWP,INE586E01020
Le Travenues Technology Limited,IXIGO,INE0HV901016
IZMO Limited,IZMO,INE848A01014
The Jammu & Kashmir Bank Limited,J&KBANK,INE168A01041
Jagran Prakashan Limited,JAGRAN,INE199G01027
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,INE048B01035
Jai Balaji Industries Limited,JAIBALAJI,INE091G01026
Jai Corp Limited,JAICORPLTD,INE070D01027
Jain Resource Recycling Limited,JAINREC,INE0YD401026
Nandani Creation Limited,JAIPURKURT,INE696V01013
Jamna Auto Industries Limited,JAMNAAUTO,INE039C01032
Jaro Institute of Technology Management and Research Limited,JARO,INE00YJ01010
Jash Engineering Limited,JASH,INE039O01029
Jayant Agro Organics Limited,JAYAGROGN,INE785A01026
Jay Bharat Maruti Limited,JAYBARMARU,INE571B01036
Jaykay Enterprises Limited,JAYKAY,INE903A01025
Jayaswal Neco Industries Limited,JAYNECOIND,INE854B01010
Jayshree Tea & Industries Limited,JAYSREETEA,INE364A01020
JBM Auto Limited,JBMA,INE927D01051
Jenburkt Pharmaceuticals Limited,JENBURPH,INE354A01013
Jet Freight Logistics Limited,JETFREIGHT,INE982V01025
J.G.Chemicals Limited,JGCHEM,INE0MB501011
JHS Svendgaard Laboratories Limited,JHS,INE544H01014
Jindal Photo Limited,JINDALPHOT,INE796G01012
Jindal Poly Films Limited,JINDALPOLY,INE197D01010
Jindal Saw Limited,JINDALSAW,INE324A01032
JINDAL STEEL LIMITED,JINDALSTEL,INE749A01030
Jindal Drilling And Industries Limited,JINDRILL,INE742C01031
Jindal Worldwide Limited,JINDWORLD,INE247D01039
Jio Financial Services Limited,JIOFIN,INE758E01017
Jain Irrigation Systems Limited,JISLDVREQS,IN9175A01010
Jain Irrigation Systems Limited,JISLJALEQS,INE175A01038
JITF Infralogistics Limited,JITFINFRA,INE863T01013
JK Cement Limited,JKCEMENT,INE823G01014
J.Kumar Infraprojects Limited,JKIL,INE576I01022
Jinkushal Industries Limited,JKIPL,INE1FF001016
JK Lakshmi Cement Limited,JKLAKSHMI,INE786A01032
JK Paper Limited,JKPAPER,INE789E01012
JK Tyre & Industries Limited,JKTYRE,INE573A01042
Jupiter Life Line Hospitals Limited,JLHL,INE682M01020
Jullundur Motor Agency (Delhi) Limited,JMA,INE412C01023
JM Financial Limited,JMFINANCIL,INE780C01023
JNK India Limited,JNKINDIA,INE0OAF01028
Juniper Green Energy Limited,JNPR,INE05C901015
Jocil Limited,JOCIL,INE839G01010
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,INE147P01019
Jaiprakash Power Ventures Limited,JPPOWER,INE351F01018
Jana Small Finance Bank Limited,JSFB,INE953L01027
Jindal Stainless Limited,JSL,INE220G01021
Jeena Sikho Lifecare Limited,JSLL,INE0J5801029
JSW Cement Limited,JSWCEMENT,INE718I01012
JSW Dulux Limited,JSWDULUX,INE133A01011
JSW Energy Limited,JSWENERGY,INE121E01018
JSW Holdings Limited,JSWHL,INE824G01012
JSW Infrastructure Limited,JSWINFRA,INE880J01026
JSW Steel Limited,JSWSTEEL,INE019A01038
Jtekt India Limited,JTEKTINDIA,INE643A01035
JTL INDUSTRIES LIMITED,JTLIND,INE391J01032
Jubilant Agri and Consumer Products Limited,JUBLCPL,INE03CC01015
Jubilant Foodworks Limited,JUBLFOOD,INE797F01020
Jubilant Ingrevia Limited,JUBLINGREA,INE0BY001018
Jubilant Pharmova Limited,JUBLPHARMA,INE700A01033
Juniper Hotels Limited,JUNIPER,INE696F01016
Just Dial Limited,JUSTDIAL,INE599M01018
Jupiter Wagons Limited,JWL,INE209L01016
Jyothy Labs Limited,JYOTHYLAB,INE668F01031
Jyoti CNC Automation Limited,JYOTICNC,INE980O01024
Jyoti Resins & Adhesives Limited,JYOTIRES,INE577D01013
Jyoti Structures Limited,JYOTISTRUC,INE197A01024
Kabra Extrusion Technik Limited,KABRAEXTRU,INE900B01029
Kajaria Ceramics Limited,KAJARIACER,INE217B01036
Kakatiya Cement Sugar & Industries Limited,KAKATCEM,INE437B01014
Sai Silks (Kalamandir) Limited,KALAMANDIR,INE438K01021
Kalpataru Limited,KALPATARU,INE227J01012
Kalyani Commercials Limited,KALYANI,INE610E01010
Kalyani Forge Limited,KALYANIFRG,INE314G01014
Kalyan Jewellers India Limited,KALYANKJIL,INE303R01014
Kama Holdings Limited,KAMAHOLD,INE411F01010
Kamanwala Housing Construction Limited,KAMANWALA,INE344D01018
Kamat Hotels (I) Limited,KAMATHOTEL,INE967C01018
Kamdhenu Limited,KAMDHENU,INE390H01020
Kamdhenu Ventures Limited,KAMOPAINTS,INE0BTI01037
Kanani Industries Limited,KANANIIND,INE879E01037
Kanchi Karpooram Limited,KANCHI,INE081G01019
Kanco Tea & Industries Limited,KANCOTEA,INE398L01017
Kanoria Chemicals & Industries Limited,KANORICHEM,INE138C01024
Kanpur Plastipack Limited,KANPRPLA,INE694E01014
Kansai Nerolac Paints Limited,KANSAINER,INE531A01024
Kapston Services Limited,KAPSTON,INE542Z01028
Karma Energy Limited,KARMAENG,INE725L01011
Karur Vysya Bank Limited,KARURVYSYA,INE036D01028
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,INE234I01028
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,INE641C01019
Kaya Limited,KAYA,INE587G01015
Kaynes Technology India Limited,KAYNES,INE918Z01012
KCP Limited,KCP,INE805C01028
KCP Sugar and Industries Corporation Limited,KCPSUGIND,INE790B01024
KDDL Limited,KDDL,INE291D01011
KEC International Limited,KEC,INE389H01022
Kirloskar Electric Company Limited,KECL,INE134B01017
DSJ Keep Learning Limited,KEEPLEARN,INE055C01020
KEI Industries Limited,KEI,INE878B01027
Kellton Tech Solutions Limited,KELLTONTEC,INE164B01030
Kennametal India Limited,KENNAMET,INE717A01029
Kernex Microsystems (India) Limited,KERNEX,INE202H01019
Kesoram Industries Limited,KESORAMIND,INE087A01019
Keynote Financial Services Limited,KEYFINSERV,INE681C01015
Kfin Technologies Limited,KFINTECH,INE138Y01010
Khadim India Limited,KHADIM,INE834I01025
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,INE745B01028
Khaitan (India) Limited,KHAITANLTD,INE731C01018
Khandwala Securities Limited,KHANDSE,INE060B01014
Kalyani Investment Company Limited,KICL,INE029L01018
Kilitch Drugs (India) Limited,KILITCH,INE729D01010
Krishna Institute of Medical Sciences Limited,KIMS,INE967H01025
Kingfa Science & Technology (India) Limited,KINGFA,INE473D01015
KIOCL Limited,KIOCL,INE880L01014
Kiran Vyapar Limited,KIRANVYPAR,INE555P01013
Kiri Industries Limited,KIRIINDUS,INE415I01015
Kirloskar Ferrous Industries Limited,KIRLFER,INE884B01025
Kirloskar Brothers Limited,KIRLOSBROS,INE732A01036
Kirloskar Oil Engines Limited,KIRLOSENG,INE146L01010
Kirloskar Industries Limited,KIRLOSIND,INE250A01039
Kirloskar Pneumatic Company Limited,KIRLPNU,INE811A01038
OnEMI Technology Solutions Limited,KISSHT,INE12F801023
Kitex Garments Limited,KITEX,INE602G01020
KJMC Financial Services Limited,KJMCFIN,INE533C01018
Kewal Kiran Clothing Limited,KKCL,INE401H01017
Kilburn Engineering Limited,KLBRENG-B,INE338F01015
K M C Speciality Hospitals (India) Limited,KMCSHIL,INE879K01018
Knowledge Marine & Engineering Works Limited,KMEW,INE0CJD01029
K.M.Sugar Mills Limited,KMSUGAR,INE157H01023
Knack Packaging Limited,KNACK,INE17QZ01016
KN Agri Resources Limited,KNAGRI,INE0KNW01016
KNR Constructions Limited,KNRCON,INE634I01029
Kohinoor Foods Limited,KOHINOOR,INE080B01012
Kokuyo Camlin Limited,KOKUYOCMLN,INE760A01029
Kolte - Patil Developers Limited,KOLTEPATIL,INE094I01018
Kopran Limited,KOPRAN,INE082A01010
Kotak Mahindra Bank Limited,KOTAKBANK,INE237A01036
Kothari Sugars And Chemicals Limited,KOTARISUG,INE419A01022
Kothari Petrochemicals Limited,KOTHARIPET,INE720A01015
Kothari Products Limited,KOTHARIPRO,INE823A01017
Kothari Industrial Corporation Limited,KOTIC,INE972A01020
Kotyark Industries Limited,KOTYARK,INE0J0B01017
Kovai Medical Center & Hospital Limited,KOVAI,INE177F01017
K.P. Energy Limited,KPEL,INE127T01021
KPI Green Energy Limited,KPIGREEN,INE542W01025
Kalpataru Projects International Limited,KPIL,INE220B01022
KPIT Technologies Limited,KPITTECH,INE04I401011
Kwality Pharmaceuticals Limited,KPL,INE552U01010
K.P.R. Mill Limited,KPRMILL,INE930H01031
KRBL Limited,KRBL,INE001B01026
Krebs Biochemicals and Industries Limited,KREBSBIO,INE268B01013
Kridhan Infra Limited,KRIDHANINF,INE524L01026
Krishana Phoschem Limited,KRISHANA,INE506W01020
Krishival Foods Limited,KRISHIVAL,INE0GGO01015
Krishna Defence And Allied Industries Limited,KRISHNADEF,INE0J5601015
Kriti Industries (India) Limited,KRITI,INE479D01038
Kritika Wires Limited,KRITIKA,INE00Z501029
Kriti Nutrients Limited,KRITINUT,INE798K01010
KRN Heat Exchanger and Refrigeration Limited,KRN,INE0Q3J01015
Kronox Lab Sciences Limited,KRONOX,INE0ATZ01017
Kross Limited,KROSS,INE0O6601022
Krsnaa Diagnostics Limited,KRSNAA,INE08LI01020
Krystal Integrated Services Limited,KRYSTAL,INE0QN801017
Ksb Limited,KSB,INE999A01023
Kaveri Seed Company Limited,KSCL,INE455I01029
KSE Limited,KSE,INE953E01022
KSH International Limited,KSHINTL,INE987S01020
Kshitij Polyline Ltd-RE,KSHITIJ-RE,INE013820027
Kshitij Polyline Limited,KSHITIJPOL,INE013801027
Kalyani Steels Limited,KSL,INE907A01026
Ksolves India Limited,KSOLVES,INE0D6I01023
KSR Footwear Limited,KSR,INE1SPP01016
The Karnataka Bank Limited,KTKBANK,INE614B01018
Kuantum Papers Limited,KUANTUM,INE529I01021
Kusumgar Limited,KUSUMGAR,INE0ISX01025
Kwality Wall's (India) Limited,KWIL,INE2KCE01013
Ladderup Finance Limited,LADDERUP,INE519D01015
Lagnam Spintex Limited,LAGNAM,INE548Z01017
Lahoti Overseas Limited,LAHOTIOV,INE515C01023
Lakshmi Precision Screws Limited,LAKPRE,INE651C01018
Lakshmi Mills Company Limited,LAKSHMIMIL,INE938C01019
Lorenzini Apparels Limited,LAL,INE740X01023
Lalithaa Jewellery Mart Limited,LALITHAA,INE0K9O01026
Dr. Lal Path Labs Ltd.,LALPATHLAB,INE600L01024
Lambodhara Textiles Limited,LAMBODHARA,INE112F01022
Lancer Container Lines Limited,LANCER,INE359U01028
Lancor Holdings Limited,LANCORHOL,INE572G01025
Landmark Cars Limited,LANDMARK,INE559R01029
Landsmill Green Limited,LANDSMILL,INE688J01023
La Opala RG Limited,LAOPALA,INE059D01020
Lasa Supergenerics Limited,LASA,INE670X01014
Laser Power & Infra Limited,LASERPOWER,INE17IR01028
Latent View Analytics Limited,LATENTVIEW,INE0I7C01011
Latteys Industries Limited,LATTEYS,INE262Z01023
Laurus Labs Limited,LAURUSLABS,INE947Q01028
Laxmi Cotspin Limited,LAXMICOT,INE801V01019
Laxmi Dental Limited,LAXMIDENTL,INE0WO601020
Laxmi India Finance Limited,LAXMIINDIA,INE06WU01026
LCC Infotech Limited,LCCINFOTEC,INE938A01021
Lohia Corp Limited,LCL,INE0QJW01029
LEAP India Limited,LEAPIND,INE00GO01025
Lee & Nee Softwares Exports Limited,LEENEE,INE791B01014
Le Merite Exports Limited,LEMERITE,INE0G1L01025
Lemon Tree Hotels Limited,LEMONTREE,INE970X01018
Lenskart Solutions Limited,LENSKART,INE956O01016
Lexus Granito (India) Limited,LEXUS,INE500X01013
Lakshmi Finance & Industrial Corporation Limited,LFIC,INE850E01012
LG Balakrishnan & Bros Limited,LGBBROSLTD,INE337A01034
LG Electronics India Limited,LGEINDIA,INE324D01010
Laxmi Goldorna House Limited,LGHL,INE258Y01016
Libas Consumer Products Limited,LIBAS,INE908V01012
Liberty Shoes Limited,LIBERTSHOE,INE557B01019
LIC Housing Finance Limited,LICHSGFIN,INE115A01026
Life Insurance Corporation Of India,LICI,INE0J1Y01017
Likhitha Infrastructure Limited,LIKHITHA,INE060901027
Linc Limited,LINC,INE802B01027
Lincoln Pharmaceuticals Limited,LINCOLN,INE405C01035
Linde India Limited,LINDEINDIA,INE473A01011
LKP Securities Limited,LKPSEC,INE341H01023
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,INE093R01011
Lloyds Enterprises Limited,LLOYDSENT,INE080I01025
Lloyds Metals And Energy Limited,LLOYDSME,INE281B01032
LMW Limited,LMW,INE269B01029
Lodha Developers Limited,LODHA,INE670K01029
Lokesh Machines Limited,LOKESHMACH,INE397H01017
Lords Chloro Alkali Limited,LORDSCHLO,INE846D01012
Lotus Chocolate Company Limited,LOTUSCHO,INE026D01011
Sri Lotus Developers and Realty Limited,LOTUSDEV,INE0V9Q01010
Lotus Eye Hospital and Institute Limited,LOTUSEYE,INE947I01017
Lovable Lingerie Limited,LOVABLE,INE597L01014
Loyal Textile Mills Limited,LOYALTEX,INE970D01010
Landmark Property Development Company Limited,LPDC,INE197J01017
Larsen & Toubro Limited,LT,INE018A01030
L&T Finance Limited,LTF,INE498L01015
LT Foods Limited,LTFOODS,INE818H01020
LTM Limited,LTM,INE214T01019
L&T Technology Services Limited,LTTS,INE010V01017
Lumax Industries Limited,LUMAXIND,INE162B01018
Lumax Auto Technologies Limited,LUMAXTECH,INE872H01027
Lupin Limited,LUPIN,INE326A01037
Lux Industries Limited,LUXIND,INE150G01020
Laxmi Organic Industries Limited,LXCHEM,INE576O01020
Lyka Labs Limited,LYKALABS,INE933A01014
Mahindra & Mahindra Limited,M&M,INE101A01026
Mahindra & Mahindra Financial Services Limited,M&MFIN,INE774D01024
Maan Aluminium Limited,MAANALU,INE215I01027
Macpower CNC Machines Limited,MACPOWER,INE155Z01011
Madhav Marbles and Granites Limited,MADHAV,INE925C01016
Madhav Infra Projects Limited,MADHAVIPL,INE631R01026
Madhucon Projects Limited,MADHUCON,INE378D01032
Madras Fertilizers Limited,MADRASFERT,INE414A01015
Mafatlal Industries Limited,MAFATIND,INE270B01035
Magadh Sugar & Energy Limited,MAGADSUGAR,INE347W01011
Magnum Ventures Limited,MAGNUM,INE387I01016
Bank of Maharashtra,MAHABANK,INE457A01014
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,INE843B01013
Mahamaya Steel Industries Limited,MAHASTEEL,INE451L01014
Mahindra EPC Irrigation Limited,MAHEPC,INE215D01010
Maheshwari Logistics Limited,MAHESHWARI,INE263W01010
Mahindra Lifespace Developers Limited,MAHLIFE,INE813A01018
Mahindra Logistics Limited,MAHLOG,INE766P01016
Maharashtra Scooters Limited,MAHSCOOTER,INE288A01013
Maharashtra Seamless Limited,MAHSEAMLES,INE271B01025
Maithan Alloys Limited,MAITHANALL,INE683C01011
Majestic Auto Limited,MAJESAUT,INE201B01022
Makers Laboratories Limited,MAKERSL,INE987A01010
Mallcom (India) Limited,MALLCOM,INE389C01015
Malu Paper Mills Limited,MALUPAPER,INE383H01017
Mamata Machinery Limited,MAMATA,INE0TO701015
Manaksia Aluminium Company Limited,MANAKALUCO,INE859Q01017
Manaksia Coated Metals & Industries Limited,MANAKCOAT,INE830Q01018
Manaksia Limited,MANAKSIA,INE015D01022
Manaksia Steels Limited,MANAKSTEEL,INE824Q01011
Manali Petrochemicals Limited,MANALIPETC,INE201A01024
Manappuram Finance Limited,MANAPPURAM,INE522D01027
Manba Finance Limited,MANBA,INE939X01013
Manbro Industries Limited,MANBRO,INE348N01042
Mangal Credit and Fincorp Limited,MANCREDIT,INE545L01039
Mangalam Drugs And Organics Limited,MANGALAM,INE584F01014
Mangalam Cement Limited,MANGLMCEM,INE347A01017
Man Industries (India) Limited,MANINDS,INE993A01026
Man Infraconstruction Limited,MANINFRA,INE949H01023
Manipal Health Enterprises Limited,MANIPALHOS,INE459N01021
Mankind Pharma Limited,MANKIND,INE634S01028
Manomay Tex India Limited,MANOMAY,INE784W01015
Manorama Industries Limited,MANORAMA,INE00VM01036
Mangalam Organics Limited,MANORG,INE370D01013
Manugraph India Limited,MANUGRAPH,INE867A01022
Vedant Fashions Limited,MANYAVAR,INE825V01034
C.E. Info Systems Limited,MAPMYINDIA,INE0BV301023
Maral Overseas Limited,MARALOVER,INE882A01013
Marathon Nextgen Realty Limited,MARATHON,INE182D01020
Marico Limited,MARICO,INE196A01026
Marine Electricals (India) Limited,MARINE,INE01JE01028
Markolines Pavement Technologies Limited,MARKOLINES,INE0FW001016
Marksans Pharma Limited,MARKSANS,INE750C01026
Marsons Limited,MARSONS,INE415B01044
Maruti Suzuki India Limited,MARUTI,INE585B01010
MAS Financial Services Limited,MASFIN,INE348L01012
Mask Investments Limited,MASKINVEST,INE885F01015
Mastek Limited,MASTEK,INE759A01021
Master Trust Limited,MASTERTR,INE677D01037
Matrimony.Com Limited,MATRIMONY,INE866R01028
Mawana Sugars Limited,MAWANASUG,INE636A01039
Max Estates Limited,MAXESTATES,INE03EI01018
Max Healthcare Institute Limited,MAXHEALTH,INE027H01010
Max India Limited,MAXIND,INE0CG601016
Mayur Uniquoters Ltd,MAYURUNIQ,INE040D01038
Mazda Limited,MAZDA,INE885E01042
Mazagon Dock Shipbuilders Limited,MAZDOCK,INE249Z01020
Madhya Bharat Agro Products Limited,MBAPL,INE900L01028
Mcnally Bharat Engineering Company Limited,MBECL,INE748A01024
M & B Engineering Limited,MBEL,INE08N601015
MBL Infrastructure Limited,MBLINFRA,INE912H01013
Mac Charles India Limited,MCCHRLS-B,INE435D01014
M TEK COPPER LIMITED,MCL,INE813V01022
Mcleod Russel India Limited,MCLEODRUSS,INE942G01012
Magellanic Cloud Limited,MCLOUD,INE613C01026
Multi Commodity Exchange of India Limited,MCX,INE745G01043
Global Health Limited,MEDANTA,INE474Q01031
Medi Assist Healthcare Services Limited,MEDIASSIST,INE456Z01021
Medicamen Biotech Limited,MEDICAMEQ,INE646B01010
Medi Caps Limited,MEDICAPQ,INE442D01010
Medico Remedies Limited,MEDICO,INE630Y01024
Medplus Health Services Limited,MEDPLUS,INE804L01022
Meesho Limited,MEESHO,INE0VDM01015
Megastar Foods Limited,MEGASTAR,INE00EM01016
Mangal Electrical Industries Limited,MEIL,INE0PKD01011
Menon Pistons Limited,MENNPIS,INE650G01029
Menon Bearings Limited,MENONBE,INE071D01033
MEP Infrastructure Developers Limited,MEP,INE776I01010
Mercantile Ventures Limited,MERCANTILE,INE689O01013
Mercury Ev-Tech Limited,MERCURYEV,INE763M01028
Metro Brands Limited,METROBRAND,INE317I01021
Metroglobal Limited,METROGLOBL,INE085D01033
Metropolis Healthcare Limited,METROPOLIS,INE112L01020
Mahalaxmi Fabric Mills Limited,MFML,INE0US801024
Max Financial Services Limited,MFSL,INE180A01020
Mangalam Global Enterprise Limited,MGEL,INE0APB01032
Mahanagar Gas Limited,MGL,INE002S01010
Mahalaxmi Rubtech Limited,MHLXMIRU,INE112D01035
Mahindra Holidays & Resorts India Limited,MHRIL,INE998I01010
MIC Electronics Limited,MICEL,INE287C01037
Mishra Dhatu Nigam Limited,MIDHANI,INE099Z01011
Midwest Limited,MIDWESTLTD,INE0XAD01024
Meghna Infracon Infrastructure Limited,MIIL,INE898Q01015
Milky Mist Dairy Food Limited,MILKYMIST,INE00IT01020
Minal Industries Limited,MINALIND,INE097E01028
Minda Corporation Limited,MINDACORP,INE842C01021
Mindteck (India) Limited,MINDTECK,INE110B01017
Mirza International Limited,MIRZAINT,INE771A01026
MITCON Consultancy & Engineering Services Limited,MITCON,INE828O01033
Mittal Life Style Limited,MITTAL,INE997Y01027
M.K. Exim (India) Limited,MKEXIM,INE227F01010
M K Proteins Limited,MKPL,INE964W01021
Milkfood Limited,MLKFOOD,INE588G01021
MM Forgings Limited,MMFL,INE227C01017
MMP Industries Limited,MMP,INE511Y01018
MMTC Limited,MMTC,INE123F01029
Media Matrix Worldwide Limited,MMWL,INE200D01020
One Mobikwik Systems Limited,MOBIKWIK,INE0HLU01028
Modi Naturals Limited,MODINATUR,INE537F01012
Modi Rubber Limited,MODIRUBBER,INE832A01018
Modis Navnirman Limited,MODIS,INE0L0L01012
MODISON LIMITED,MODISONLTD,INE737D01021
Modern Threads (India) Limited,MODTHREAD,INE794W01014
Mohite Industries Limited,MOHITE,INE154B01023
Mohit Industries Limited,MOHITIND,INE954E01012
MOIL Limited,MOIL,INE490G01020
Moksh Ornaments Limited,MOKSH,INE514Y01020
Meghmani Organics Limited,MOL,INE0CT101020
Molbio Diagnostics Limited,MOLBIO,INE869T01028
Mold-Tek Technologies Limited,MOLDTECH,INE835B01035
Mold-Tek Packaging Limited,MOLDTKPAC,INE893J01029
Monarch Networth Capital Limited,MONARCH,INE903D01011
Moneyboxx Finance Limited,MONEYBOXX,INE296Q01012
Monte Carlo Fashions Limited,MONTECARLO,INE950M01013
Morepen Laboratories Limited,MOREPENLAB,INE083A01026
Moschip Technologies Limited,MOSCHIP,INE935B01025
Samvardhana Motherson International Limited,MOTHERSON,INE775A01035
Motilal Oswal Financial Services Limited,MOTILALOFS,INE338I01027
Motisons Jewellers Limited,MOTISONS,INE0FRK01020
The Motor & General Finance Limited,MOTOGENFIN,INE861B01023
MPDL Limited,MPDL,INE493H01014
MphasiS Limited,MPHASIS,INE356A01018
MPS Limited,MPSLTD,INE943D01017
MRF Limited,MRF,INE883A01011
Mangalore Refinery and Petrochemicals Limited,MRPL,INE103A01014
Mangalam Seeds Limited,MSL,INE829S01016
MSP Steel & Power Limited,MSPL,INE752G01015
Mstc Limited,MSTCLTD,INE255X01014
Motherson Sumi Wiring India Limited,MSUMI,INE0FS801015
Mtar Technologies Limited,MTARTECH,INE864I01014
MT Educare Limited,MTEDUCARE,INE472M01018
Mahanagar Telephone Nigam Limited,MTNL,INE153A01019
Mufin Green Finance Limited,MUFIN,INE08KJ01020
Credo Brands Marketing Limited,MUFTI,INE220Q01020
Mukand Limited,MUKANDLTD,INE304A01026
Mukesh Babu Financial Services Limited,MUKESHB,INE596B01017
Mukka Proteins Limited,MUKKA,INE0CG401037
Mukta Arts Limited,MUKTAARTS,INE374B01019
Munjal Auto Industries Limited,MUNJALAU,INE672B01032
Munjal Showa Limited,MUNJALSHOW,INE577A01027
Murudeshwar Ceramics Limited,MURUDCERA,INE692B01014
Muthoot Capital Services Limited,MUTHOOTCAP,INE296G01013
Muthoot Finance Limited,MUTHOOTFIN,INE414G01012
Muthoot Microfin Limited,MUTHOOTMF,INE046W01019
MV Electrosystems Limited,MVELECTRO,INE0OWZ01020
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,INE0KNT01012
Mangalam Worldwide Limited,MWL,INE0JYY01029
Mysore Petro Chemicals Limited,MYSORPETRO,INE741A01011
NACL Industries Limited,NACLIND,INE295D01020
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,INE245I01016
Nagreeka Exports Limited,NAGREEKEXP,INE123B01028
Nahar Capital and Financial Services Limited,NAHARCAP,INE049I01012
Nahar Industrial Enterprises Limited,NAHARINDUS,INE289A01011
Nahar Poly Films Limited,NAHARPOLY,INE308A01027
Nahar Spinning Mills Limited,NAHARSPING,INE290A01027
Nippon Life India Asset Management Limited,NAM-INDIA,INE298J01013
Narmada Agrobase Limited,NARMADA,INE117Z01029
Natural Capsules Limited,NATCAPSUQ,INE936B01015
Natco Pharma Limited,NATCOPHARM,INE987B01026
Nath Bio-Genes (India) Limited,NATHBIOGEN,INE448G01010
National Aluminium Company Limited,NATIONALUM,INE139A01034
National Standard (India) Limited,NATIONSTD,INE166R01015
